Produto,Guerra,Guerra Produto + Classificação,"Concat(Produto,Variedade,Classificação)"
Produto,Guerra,Guerra Produto + Classificação,Produto_Variedade_Classificação
SALSÃO,663,663@1090,SALSÃO_BRANCO/VERDE_TIPO_A_12_CABEÇAS
SALSÃO,663,663@1091,SALSÃO_BRANCO/VERDE_TIPO_B_12_CABEÇAS
SÁLVIA,665,665@,SÁLVIA_N/A_N/A
TOMILHO,666,666@,TOMILHO_N/A_N/A
ALHO,816,816@,ALHO_DESCASCADO_N/A
ALHO,801,801@439,ALHO_IMP._ARGENTINA_TIPO_7
ALHO,801,801@438,ALHO_IMP._ARGENTINA_TIPO_6
ALHO,801,801@437,ALHO_IMP._ARGENTINA_TIPO_5
ALHO,808,808@848,ALHO_NACIONAL_TIPO_8
ALHO,808,808@439,ALHO_NACIONAL_TIPO_7
ALHO,808,808@438,ALHO_NACIONAL_TIPO_6
ALHO,808,808@437,ALHO_NACIONAL_TIPO_5
AMENDOIM,809,809@,AMENDOIM_COM_PELE_N/A
AMENDOIM,810,810@,AMENDOIM_SEM_PELE_N/A
BATATA,846,846@,BATATA_ASTERIX_N/A
BATATA,847,847@847,BATATA_ESCOVADA_NOIVA
BATATA,847,847@121,BATATA_ESCOVADA_ESPECIAL
BATATA,848,848@847,BATATA_LAVADA_NOIVA
BATATA,848,848@121,BATATA_LAVADA_ESPECIAL
BATATA,848,848@4,BATATA_LAVADA_2A._BOLINHA
BATATA,848,848@2,BATATA_LAVADA_FLORÃO
BATATA,848,848@5,BATATA_LAVADA_1A._ESPECIALZINHA
BATATA,848,848@3,BATATA_LAVADA_BONECA
CEBOLA,818,818@1028,CEBOLA_IMP._ARGENTINA_CAIXA_4
CEBOLA,820,820@1027,CEBOLA_NACIONAL_CAIXA_3
CEBOLA,820,820@1028,CEBOLA_NACIONAL_CAIXA_4
CEBOLA,820,820@1029,CEBOLA_NACIONAL_CAIXA_2
CEBOLA,843,843@1027,CEBOLA_ROXA_CAIXA_3
CEBOLA,843,843@1028,CEBOLA_ROXA_CAIXA_4
CEBOLA,843,843@1029,CEBOLA_ROXA_CAIXA_2
COCO SECO,831,831@,COCO_SECO_N/A_N/A
OVOS,834,834@200,OVOS_BRANCOS_JUMBO
OVOS,834,834@115,OVOS_BRANCOS_EXTRA
OVOS,834,834@157,OVOS_BRANCOS_GRANDE
OVOS,834,834@187,OVOS_BRANCOS_PEQUENO
OVOS,844,844@115,OVOS_BRANCOS_EMBALADOS_EXTRA
OVOS,844,844@157,OVOS_BRANCOS_EMBALADOS_GRANDE
OVOS,835,835@,OVOS_CODORNA_N/A
OVOS,836,836@115,OVOS_VERMELHOS_EXTRA
ALSTROMÉRIA,906,906@,ALSTROMÉRIA_N/A_N/A
ANGÉLICA,903,903@,ANGÉLICA_N/A_N/A
ANTÚRIO,904,904@,ANTÚRIO_VASO_N/A
AVENCA,924,924@,AVENCA_N/A_N/A
AZALÉA,907,907@,AZALÉA_N/A_N/A
BEGÔNIA,985,985@,BEGÔNIA_N/A_N/A
BICO-DE-PAPAGAIO,908,908@,BICO-DE-PAPAGAIO_N/A_N/A
BOCA-DE-LEÃO,909,909@,BOCA-DE-LEÃO_N/A_N/A
BROMÉLIA,984,984@,BROMÉLIA_N/A_N/A
CRAVINA,915,915@,CRAVINA_N/A_N/A
CRAVO,917,917@,CRAVO_COMUM_N/A
CRISÂNTEMO,919,919@,CRISÂNTEMO_PCT_N/A
CRISÂNTEMO,930,930@,CRISÂNTEMO_POLARES_B._BELGA_VS_N/A
CRISÂNTEMO,920,920@,CRISÂNTEMO_VASO_N/A
CRISTA-DE-GALO,931,931@,CRISTA-DE-GALO_N/A_N/A
DÁLIA,933,933@,DÁLIA_MÇ_N/A
DRACENA,935,935@,DRACENA_N/A_N/A
ESTRELÍCIA,983,983@211,ESTRELÍCIA_N/A_CABO_LONGO
EUCALIPTO,941,941@,EUCALIPTO_SIMÉRIA_N/A
FLOR DE ASPARGO,901,901@,FLOR_DE_ASPARGO_N/A_N/A
FLOR DE TRIGO,943,943@,FLOR_DE_TRIGO_N/A_N/A
GÉRBERA,947,947@,GÉRBERA_PCT_N/A
GIRASSOL,948,948@,GIRASSOL_N/A_N/A
GRAMA,952,952@,GRAMA_N/A_N/A
GYPSÓFILA,953,953@,GYPSÓFILA_N/A_N/A
HELICÔNIA,936,936@,HELICÔNIA_N/A_N/A
HORTÊNSIA,991,991@,HORTÊNSIA_MAÇO_N/A
KALANCHOE,956,956@,KALANCHOE_N/A_N/A
LÍRIO,957,957@,LÍRIO_PCT_N/A
LISIANTHUS,989,989@211,LISIANTHUS_N/A_CABO_LONGO
LISIANTHUS,989,989@217,LISIANTHUS_N/A_CABO_MÉDIO
MINI ROSA,998,998@,MINI_ROSA_N/A_N/A
MOREIA,988,988@,MOREIA_N/A_N/A
ORQUÍDEA,967,967@,ORQUÍDEA_VS_N/A
PALMEIRA,1007,1007@,PALMEIRA_PCT_N/A
PRÍMULA,971,971@,PRÍMULA_N/A_N/A
RAINHA MARGARIDA (ASTER),972,972@,RAINHA_MARGARIDA_(ASTER)_N/A_N/A
ROSA,974,974@211,ROSA_N/A_CABO_LONGO
ROSA,974,974@217,ROSA_N/A_CABO_MÉDIO
ROSA,974,974@223,ROSA_N/A_CABO_CURTO
ROSA SPRAY,1005,1005@,ROSA_SPRAY_N/A_N/A
SUCULENTA,1004,1004@,SUCULENTA_N/A_N/A
TANGO,992,992@,TANGO_N/A_N/A
TUIA,1010,1010@,TUIA_PCT_N/A
VIOLETA,980,980@,VIOLETA_15_VS_N/A
BETARA,1117,1117@,BETARA_N/A_N/A
CAMARÃO,1137,1137@1014,CAMARÃO_CATIVEIRO_G
CAMARÃO,1137,1137@1018,CAMARÃO_CATIVEIRO_M
CAMARÃO,1137,1137@1017,CAMARÃO_CATIVEIRO_P
CAMARÃO,1139,1139@1014,CAMARÃO_ROSA_G
CAMARÃO,1139,1139@1018,CAMARÃO_ROSA_M
CAMARÃO,1139,1139@1017,CAMARÃO_ROSA_P
CORVINA,1162,1162@1014,CORVINA_ÁGUA_SALGADA_G
CORVINA,1162,1162@1018,CORVINA_ÁGUA_SALGADA_M
CORVINA,1162,1162@1017,CORVINA_ÁGUA_SALGADA_P
FILE DE TILAPIA,1167,1167@,FILE_DE_TILAPIA_N/A_N/A
GALO,1171,1171@,GALO_N/A_N/A
LULA,1185,1185@1014,LULA_N/A_G
LULA,1185,1185@1018,LULA_N/A_M
LULA,1185,1185@1017,LULA_N/A_P
MANJUBA,1189,1189@,MANJUBA_N/A_N/A
MISTURA DE PEIXES,1198,1198@,MISTURA_DE_PEIXES_N/A_N/A
PEIXE-CABRA,1120,1120@,PEIXE-CABRA_N/A_N/A
PEROA (PORQUINHO),1212,1212@,PEROA_(PORQUINHO)_N/A_N/A
PESCADA,1217,1217@1014,PESCADA_GOETE_G
PESCADA,1217,1217@1018,PESCADA_GOETE_M
PESCADA,1217,1217@1017,PESCADA_GOETE_P
PESCADA,1223,1223@1014,PESCADA_MARIA-MOLE_G
PESCADA,1223,1223@1018,PESCADA_MARIA-MOLE_M
PESCADA,1223,1223@1017,PESCADA_MARIA-MOLE_P
TAINHA,1258,1258@1014,TAINHA_N/A_G
TAINHA,1258,1258@1018,TAINHA_N/A_M
TAINHA,1258,1258@1017,TAINHA_N/A_P
TAMBAQUI,1253,1253@,TAMBAQUI_N/A_N/A
TILÁPIA,1260,1260@,TILÁPIA_N/A_N/A
TRILHA,1263,1263@,TRILHA_N/A_N/A
TRUTA,1264,1264@,TRUTA_N/A_N/A
ABACATE,1,1@193,ABACATE_AVOCADO/HASS/FUERTE_A
ABACATE,2,2@928,ABACATE_BREDA_BOCA_08_A_11
ABACATE,2,2@444,ABACATE_BREDA_BOCA_12_A_15
ABACATE,7,7@928,ABACATE_MARGARIDA_BOCA_08_A_11
ABACATE,7,7@444,ABACATE_MARGARIDA_BOCA_12_A_15
AMEIXA,22,22@,AMEIXA_ESPANHOLA_IMPORTADA_N/A
AMEIXA,27,27@349,AMEIXA_FLA_CALIBRE_4
AMEIXA,27,27@262,AMEIXA_FLA_CALIBRE_3
AMEIXA,27,27@261,AMEIXA_FLA_CALIBRE_2
AMEIXA,36,36@,AMEIXA_SECA_IMPORTADA_N/A
AMÊNDOA,37,37@,AMÊNDOA_IMPORTADA_N/A
BANANA,42,42@247,BANANA_MAÇÃ_SEGUNDA
CACAU,265,265@,CACAU_N/A_N/A
CUPUAÇU,52,52@,CUPUAÇU_N/A_N/A
GRANADILLA,79,79@,GRANADILLA_N/A_N/A
JAMBO,86,86@,JAMBO_N/A_N/A
KIWI,267,267@267,KIWI_CHILENO_IMPORTADO_60_A_80_FRUTOS
KIWI,271,271@272,KIWI_GOLD_NZL_IMPORTADO_44_A_48_FRUTOS
KIWI,92,92@89,KIWI_GREEN_NZL_IMPORTADO_65_A_78_FRUTOS
KIWI,90,90@,KIWI_IMPORTADO_N/A
LARANJA,93,93@,LARANJA_BAIA_IMPORTADA_N/A
LIMÃO,102,102@,LIMÃO_SICILIANO_IMPORTADO_N/A
MAÇÃ,108,108@107,MAÇÃ_GALA_IMPORTADA_80_A_110_FRUTOS
MAÇÃ,108,108@165,MAÇÃ_GALA_IMPORTADA_120_A_150_FRUTOS
MAÇÃ,110,110@107,MAÇÃ_GRANNY_SMITH_IMPORTADA_80_A_110_FRUTOS
MAÇÃ,110,110@165,MAÇÃ_GRANNY_SMITH_IMPORTADA_120_A_150_FRUTOS
MAÇÃ,252,252@,MAÇÃ_PINK_LADY_IMPORTADA_N/A
MAÇÃ,111,111@107,MAÇÃ_RED_IMPORTADA_80_A_110_FRUTOS
MAÇÃ,111,111@165,MAÇÃ_RED_IMPORTADA_120_A_150_FRUTOS
MANGA,125,125@193,MANGA_ESPADA_A
MANGA,277,277@,MANGA_LOLITA_N/A
MANGA,130,130@199,MANGA_ROSA_B
MANGA,130,130@205,MANGA_ROSA_C
MORANGO,149,149@403,MORANGO_COMUM_4_CUMB/_1_CAM
NECTARINA,161,161@1065,NECTARINA_N/A_4A_POR_CALIBRE
NECTARINA,156,156@269,NECTARINA_ESPANHOLA_IMPORTADA_48_A_56_FRUTOS
NÊSPERA,162,162@1045,NÊSPERA_N/A_CUMBUCA
NOZES,163,163@,NOZES_IMPORTADA_N/A
PERA,165,165@107,PERA_DANJOU_IMPORTADA_80_A_110_FRUTOS
PERA,165,165@165,PERA_DANJOU_IMPORTADA_120_A_150_FRUTOS
PERA,254,254@,PERA_ERCOLINI_IMPORTADA_N/A
PERA,253,253@,PERA_FORELLI_IMPORTADA_N/A
PERA,166,166@,PERA_HOSUI_IMPORTADA_N/A
PERA,167,167@116,PERA_PACKHAMS_TRUMPH_IMPORTADA_80_A_100_FRUTOS
PERA,167,167@165,PERA_PACKHAMS_TRUMPH_IMPORTADA_120_A_150_FRUTOS
PERA,168,168@168,PERA_ROCHA_IMPORTADA_50_A_60_FRUTOS
PERA,168,168@925,PERA_ROCHA_IMPORTADA_A_GRANEL
PERA,170,170@116,PERA_WILLIAMS_IMPORTADA_80_A_100_FRUTOS
PERA,170,170@165,PERA_WILLIAMS_IMPORTADA_120_A_150_FRUTOS
PÊSSEGO,177,177@269,PÊSSEGO_ESPANHOL_IMPORTADO_48_A_56_FRUTOS
PÊSSEGO,194,194@349,PÊSSEGO_KAMPAI_CALIBRE_4
PÊSSEGO,206,206@349,PÊSSEGO_RUBIMEL_CALIBRE_4
PÊSSEGO,204,204@349,PÊSSEGO_TROPIC_BEAUTY_CALIBRE_4
PÊSSEGO,204,204@262,PÊSSEGO_TROPIC_BEAUTY_CALIBRE_3
PÊSSEGO,204,204@261,PÊSSEGO_TROPIC_BEAUTY_CALIBRE_2
QUINCAM,213,213@,QUINCAM_N/A_N/A
SAPOTI,216,216@,SAPOTI_N/A_N/A
TÂMARA,218,218@,TÂMARA_IMPORTADA_N/A
TAMARINDO,220,220@,TAMARINDO_N/A_N/A
TANGERINA,222,222@144,TANGERINA_DECOPOM_07_A_08_FRUTOS
TANGERINA,222,222@222,TANGERINA_DECOPOM_09_A_10_FRUTOS
TANGERINA,222,222@221,TANGERINA_DECOPOM_11_A_12_FRUTOS
TANGERINA,258,258@,TANGERINA_IMPORTADA_N/A
TANGERINA,174,174@1069,TANGERINA_OLE_03_A_04_DZ
TANGERINA,174,174@1075,TANGERINA_OLE_05_A_06_DZ
TANGERINA,174,174@886,TANGERINA_OLE_08_A_10_DZ
TANGERINA,224,224@1077,TANGERINA_PONCÃ_02_A_04_DZ
TANGERINA,224,224@1078,TANGERINA_PONCÃ_05_A_07_DZ
TANGERINA,224,224@886,TANGERINA_PONCÃ_08_A_10_DZ
UVA,234,234@,UVA_ISABEL_N/A
UVA,245,245@,UVA_PASSA_IMPORTADA_N/A
UVA,229,229@193,UVA_RED_GLOBE_IMPORTADA_A
UVA,229,229@199,UVA_RED_GLOBE_IMPORTADA_B
UVA,239,239@193,UVA_RUBI_A
ALCACHOFRA,407,407@998,ALCACHOFRA_N/A_TIPO_7_A_12
ALCACHOFRA,407,407@981,ALCACHOFRA_N/A_TIPO_14_A_16
ALCACHOFRA,407,407@1012,ALCACHOFRA_N/A_TIPO_18_A_30
ALCACHOFRA,476,476@,ALCACHOFRA_PARA_CONSERVA_N/A
FEIJÃO-DE-CORDA,435,435@,FEIJÃO-DE-CORDA_N/A_N/A
PEPINO,447,447@873,PEPINO_PARA_CONSERVA_2A
PIMENTA,450,450@873,PIMENTA_VERDE_2A
TAQUENOCO,457,457@,TAQUENOCO_N/A_N/A
TOMATE,475,475@874,TOMATE_RASTEIRO_3A
TOMATE,475,475@873,TOMATE_RASTEIRO_2A
TOMATE,475,475@872,TOMATE_RASTEIRO_1A
UME,465,465@,UME_N/A_N/A
ALFACE,606,606@1016,ALFACE_CRESPA_24_UNIDADES
ARRUDA,617,617@,ARRUDA_N/A_N/A
ENDÍVIAS,634,634@,ENDÍVIAS_N/A_N/A
RÚCULA,660,660@638,RÚCULA_N/A_15_UNIDADES
ALHO,803,803@439,ALHO_CHINES_IMPORTADO_TIPO_7
AMENDOIM,809,809@,AMENDOIM_COM_CASCA_N/A
AMENDOIM,810,810@,AMENDOIM_SEM_CASCA_N/A
MILHO DE PIPOCA,832,832@,MILHO_DE_PIPOCA_IMPORTADO_N/A
ANCHOVAS,1102,1102@,ANCHOVAS_N/A_N/A
BAGRE,1111,1111@,BAGRE_ÁGUA_SALGADA_N/A
CHIOVA,1156,1156@,CHIOVA_N/A_N/A
ESPADA,1168,1168@1014,ESPADA_N/A_G
ESPADA,1168,1168@1018,ESPADA_N/A_M
ESPADA,1168,1168@1017,ESPADA_N/A_P
GORDINHO,1174,1174@,GORDINHO_N/A_N/A
LINGUADO,1183,1183@1014,LINGUADO_N/A_G
LINGUADO,1183,1183@1018,LINGUADO_N/A_M
LINGUADO,1183,1183@1017,LINGUADO_N/A_P
PESCADA,1213,1213@,PESCADA_AMARELA_N/A
PESCADA,1214,1214@,PESCADA_BICUDA_N/A
PESCADA,1215,1215@1014,PESCADA_BRANCA_G
PESCADA,1215,1215@1018,PESCADA_BRANCA_M
PESCADA,1215,1215@1017,PESCADA_BRANCA_P
ROBALO,1239,1239@,ROBALO_N/A_N/A
SARDINHA,1248,1248@,SARDINHA_FRESCA_N/A
TRAÍRA,1262,1262@,TRAÍRA_N/A_N/A
XARÉU,1268,1268@,XARÉU_N/A_N/A
ABACATE,9,9@441,ABACATE_OURO_VERDE_A_BOCA_8_A_10
ABACATE,9,9@442,ABACATE_OURO_VERDE_B_BOCA_11_E_12
ABACATE,11,11@928,ABACATE_QUINTAL_BOCA_08_A_11
ABACATE,11,11@444,ABACATE_QUINTAL_BOCA_12_A_15
MANGA,123,123@,MANGA_BOURBON_N/A
NECTARINA,161,161@1064,NECTARINA_N/A_3A_POR_CALIBRE
NECTARINA,161,161@1063,NECTARINA_N/A_2A_POR_CALIBRE
PÊSSEGO,194,194@262,PÊSSEGO_KAMPAI_CALIBRE_3
PÊSSEGO,194,194@261,PÊSSEGO_KAMPAI_CALIBRE_2
PÊSSEGO,206,206@262,PÊSSEGO_RUBIMEL_CALIBRE_3
PÊSSEGO,206,206@261,PÊSSEGO_RUBIMEL_CALIBRE_2
CICLÂMEN,986,986@,CICLÂMEN_N/A_N/A
COPO-DE-LEITE,914,914@,COPO-DE-LEITE_N/A_N/A
MINI SUCULENTA,1003,1003@,MINI_SUCULENTA_N/A_N/A
SAMAMBAIA,975,975@,SAMAMBAIA_10_N/A
TULIPA,1008,1008@,TULIPA_VASO_N/A
ATUM,1104,1104@1014,ATUM_N/A_G
BONITO,1119,1119@,BONITO_N/A_N/A
CAÇÃO,1128,1128@,CAÇÃO_AZUL_N/A
CAMARÃO,1133,1133@,CAMARÃO_SETE_BARBAS_N/A
CARANGUEJO,1145,1145@,CARANGUEJO_N/A_N/A
CAVALINHA,1153,1153@,CAVALINHA_N/A_N/A
CORVINA,1161,1161@,CORVINA_ÁGUA_DOCE_N/A
MANDI,1186,1186@,MANDI_N/A_N/A
MECA,1193,1193@,MECA_N/A_N/A
MISTURA,1198,1198@,MISTURA_ÁGUA_SALGADA_N/A
SALMÃO,1242,1242@,SALMÃO_IMPORTADO_CHILE_N/A
SARDINHA,1247,1247@,SARDINHA_CONGELADA_N/A
BANANA,51,51@247,BANANA_TERRA_SEGUNDA
GRAPE-FRUIT,212,212@,GRAPE-FRUIT_IMP._N/A
KIWI,90,90@267,KIWI_IMP._60_A_80_FRUTOS
KIWI,399,399@,KIWI_IMP._GRÉCIA_N/A
NOZES,163,163@,NOZES_IMP._N/A
UVA,229,229@193,UVA_RED_GLOBE_IMP._A
UVA,229,229@199,UVA_RED_GLOBE_IMP._B
UVA,273,273@,UVA_VERMELHA_SEM_SEMENTE_N/A
LENKON,466,466@,LENKON_N/A_N/A
OVEVA,1204,1204@,OVEVA_N/A_N/A
PESCADA,1216,1216@1014,PESCADA_CUMBUCU_G
PESCADA,1216,1216@1018,PESCADA_CUMBUCU_M
PESCADA,1216,1216@1017,PESCADA_CUMBUCU_P
FIGO,73,73@193,FIGO_DA_ÍNDIA_A
GRANADILLA,nan,,GRANADILLA_IMPORTADA_COLÔMBIA_N/A
KIWI,nan,,KIWI_CHILENO_IMPORTADO_60_A_80_FRUTOS
KIWI,nan,,KIWI_GOLD_NZL_IMPORTADO_44_A_48_FRUTOS
KIWI,nan,,KIWI_GREEN_NZL_IMPORTADO_65_A_78_FRUTOS
KIWI,nan,,KIWI_IMPORTADO_N/A
LARANJA,nan,,LARANJA_BAIA_IMPORTADA_N/A
LIMÃO,nan,,LIMÃO_SICILIANO_IMPORTADO_N/A
MAÇÃ,nan,,MAÇÃ_FUJI_IMPORTADA_80_A_110_FRUTOS
MAÇÃ,nan,,MAÇÃ_FUJI_IMPORTADA_120_A_150_FRUTOS
MAÇÃ,nan,,MAÇÃ_GALA_IMPORTADA_120_A_150_FRUTOS
MAÇÃ,nan,,MAÇÃ_GALA_IMPORTADA_80_A_110_FRUTOS
MAÇÃ,nan,,MAÇÃ_GRANNY_SMITH_IMPORTADA_120_A_150_FRUTOS
MAÇÃ,nan,,MAÇÃ_GRANNY_SMITH_IMPORTADA_80_A_110_FRUTOS
MAÇÃ,nan,,MAÇÃ_PINK_LADY_IMPORTADA_N/A
MAÇÃ,nan,,MAÇÃ_RED_IMPORTADA_120_A_150_FRUTOS
MAÇÃ,nan,,MAÇÃ_RED_IMPORTADA_80_A_110_FRUTOS
NECTARINA,nan,,NECTARINA_ESPANHOLA_IMPORTADA_48_A_56_FRUTOS
PERA,nan,,PERA_DANJOU_IMPORTADA_120_A_150_FRUTOS
PERA,nan,,PERA_DANJOU_IMPORTADA_80_A_110_FRUTOS
PERA,nan,,PERA_ERCOLINI_IMPORTADA_N/A
PERA,nan,,PERA_FORELLI_IMPORTADA_N/A
PERA,nan,,PERA_HOSUI_IMPORTADA_N/A
PERA,nan,,PERA_PACKHAMS_TRUMPH_IMPORTADA_120_A_150_FRUTOS
PERA,nan,,PERA_PACKHAMS_TRUMPH_IMPORTADA_80_A_100_FRUTOS
PERA,nan,,PERA_ROCHA_IMPORTADA_A_GRANEL
PERA,nan,,PERA_ROCHA_IMPORTADA_50_A_60_FRUTOS
PERA,nan,,PERA_WILLIAMS_IMPORTADA_120_A_150_FRUTOS
PERA,nan,,PERA_WILLIAMS_IMPORTADA_80_A_100_FRUTOS
PÊSSEGO,nan,,PÊSSEGO_ESPANHOL_IMPORTADO_48_A_56_FRUTOS
TÂMARA,nan,,TÂMARA_IMPORTADA_N/A
UVA,nan,,UVA_PASSA_IMPORTADA_N/A
UVA,272,272@,UVA_PRETA_SEM_SEMENTE_N/A
UVA,nan,,UVA_RED_GLOBE_IMPORTADA_B
UVA,nan,,UVA_RED_GLOBE_IMPORTADA_A
MILHO DE PIPOCA,nan,,MILHO_DE_PIPOCA_IMPORTADO_N/A
ANTÚRIO,1006,1006@181,ANTÚRIO_PCT_MÉDIO
CALLAS,1000,1000@,CALLAS_N/A_N/A
ESTATICE,939,939@,ESTATICE_N/A_N/A
ESTRELÍCIA,983,983@217,ESTRELÍCIA_N/A_CABO_MÉDIO
IMPATINS,955,955@,IMPATINS_N/A_N/A
TULIPA,928,928@,TULIPA_CORTE_N/A
ANCHOVA,1102,1102@,ANCHOVA_N/A_N/A
ATUM,1104,1104@1017,ATUM_N/A_P
CAMARÃO,1138,1138@,CAMARÃO_PITU_(LAGOSTIN)_N/A
CÔNGRIO ROSA,1160,1160@,CÔNGRIO_ROSA_N/A_N/A
CURIMBA,1163,1163@,CURIMBA_N/A_N/A
DOURADO,1166,1166@,DOURADO_ÁGUA_SALGADA_N/A
FILE DE MERLUZA,1169,1169@,FILE_DE_MERLUZA_N/A_N/A
LAMBARI,1182,1182@,LAMBARI_N/A_N/A
MISTURA,1197,1197@,MISTURA_ÁGUA_DOCE_N/A
NAMORADO,1199,1199@1014,NAMORADO_N/A_G
NAMORADO,1199,1199@1018,NAMORADO_N/A_M
OLHO-DE-CÃO,1202,1202@,OLHO-DE-CÃO_N/A_N/A
PEIXE-CARÁ,1144,1144@,PEIXE-CARÁ_N/A_N/A
PIAU,1228,1228@,PIAU_N/A_N/A
PINTADO,1229,1229@,PINTADO_N/A_N/A
POLVO,1234,1234@1014,POLVO_N/A_G
POLVO,1234,1234@1018,POLVO_N/A_M
POLVO,1234,1234@1017,POLVO_N/A_P
PREGO,1236,1236@,PREGO_N/A_N/A
RONCADOR,1240,1240@,RONCADOR_N/A_N/A
SALMÃO,nan,,SALMÃO_IMPORTADO_CHILE_N/A
SIRI,1254,1254@,SIRI_N/A_N/A
AMEIXA,22,22@,AMEIXA_IMP._ESPANHA_N/A
CAQUI,59,59@,CAQUI_ROXO_IMP._ESPANHA_N/A
DAMASCO,69,69@,DAMASCO_IMP._N/A
LICHIA,100,100@1045,LICHIA_N/A_CUMBUCA
MANGA,124,124@,MANGA_COQUINHO_N/A
MANGA,125,125@199,MANGA_ESPADA_B
MANGA,125,125@205,MANGA_ESPADA_C
MANGA,275,275@,MANGA_SHELLY_N/A
MANGA,132,132@193,MANGA_VAN_DICK_A
MANGA,132,132@199,MANGA_VAN_DICK_B
MANGA,132,132@205,MANGA_VAN_DICK_C
MANGOSTIM,134,134@,MANGOSTIM_N/A_N/A
MELÃO,264,264@,MELÃO_POLPA_BRANCA_MATISSE_N/A
PERA,167,167@116,PERA_PACKHAMS_TRIUMPH_IMP._80_A_100_FRUTOS
PERA,167,167@165,PERA_PACKHAMS_TRIUMPH_IMP._120_A_150_FRUTOS
PÊSSEGO,184,184@349,PÊSSEGO_AURORA_CALIBRE_4
PÊSSEGO,184,184@262,PÊSSEGO_AURORA_CALIBRE_3
PÊSSEGO,184,184@261,PÊSSEGO_AURORA_CALIBRE_2
PÊSSEGO,187,187@349,PÊSSEGO_CHIMARRITA_CALIBRE_4
PÊSSEGO,187,187@262,PÊSSEGO_CHIMARRITA_CALIBRE_3
PÊSSEGO,187,187@261,PÊSSEGO_CHIMARRITA_CALIBRE_2
PÊSSEGO,191,191@349,PÊSSEGO_DOURADO_CALIBRE_4
PÊSSEGO,191,191@262,PÊSSEGO_DOURADO_CALIBRE_3
PÊSSEGO,191,191@261,PÊSSEGO_DOURADO_CALIBRE_2
PÊSSEGO,198,198@349,PÊSSEGO_FASCÍNIO_CALIBRE_4
PÊSSEGO,198,198@262,PÊSSEGO_FASCÍNIO_CALIBRE_3
PÊSSEGO,198,198@261,PÊSSEGO_FASCÍNIO_CALIBRE_2
UVA,176,176@,UVA_NACIONAL_N/A
CENOURA COM FOLHAS,628,628@619,CENOURA_COM_FOLHAS_N/A_08_MAÇOS
GUAIVIRA,1255,1255@,GUAIVIRA_N/A_N/A
AMÊNDOA,37,37@,AMÊNDOA_IMP._N/A
AVELÃ,40,40@,AVELÃ_IMP._N/A
CASTANHA,61,61@,CASTANHA_IMP._PORTUGAL_N/A
CASTANHA,246,246@,CASTANHA_PORTUGUESA_NACIONAL_N/A
FIGO,73,73@199,FIGO_DA_ÍNDIA_B
MANGA,128,128@193,MANGA_OURO_A
MANGA,128,128@199,MANGA_OURO_B
MANGA,128,128@205,MANGA_OURO_C
MANGA,276,276@,MANGA_TINFAN_N/A
MEXERICA,146,146@,MEXERICA_MANDARINA_IMP._N/A
CEBOLA,821,821@1028,CEBOLA_IMP._CAIXA_4
CEBOLA,818,818@1027,CEBOLA_IMP._ARGENTINA_CAIXA_3
CEBOLA,818,818@1029,CEBOLA_IMP._ARGENTINA_CAIXA_2
CEBOLA,871,871@1027,CEBOLA_IMP._ESPANHA_CAIXA_3
AGAPANTO,900,900@,AGAPANTO_N/A_N/A
TUIA,979,979@,TUIA_(ARVORE_DE_NATAL)_N/A
OLHETE,1200,1200@,OLHETE_N/A_N/A
PARGO,1210,1210@1014,PARGO_N/A_G
PARGO,1210,1210@1018,PARGO_N/A_M
PARGO,1210,1210@1017,PARGO_N/A_P
SARDINHA,1249,1249@,SARDINHA_LAGES_N/A
ABACATE,3,3@928,ABACATE_FORTUNA_BOCA_08_A_11
ABACATE,3,3@444,ABACATE_FORTUNA_BOCA_12_A_15
AMEIXA,251,251@,AMEIXA_IMP._ARGENTINA_N/A
BANANA,45,45@247,BANANA_OURO_VERDE_SEGUNDA
CAQUI,55,55@56,CAQUI_FUYU_18_A_24_FRUTOS
CAQUI,55,55@57,CAQUI_FUYU_26_A_34_FRUTOS
CAQUI,55,55@58,CAQUI_FUYU_36_A_40_FRUTOS
TANGERINA,258,258@,TANGERINA_IMP._N/A
BERBIGÃO,1116,1116@,BERBIGÃO_LIMPO_N/A
MEXILHÃO,1195,1195@,MEXILHÃO_LIMPO_N/A
OSTRA,1203,1203@,OSTRA_N/A_N/A
SALMÃO,1242,1242@,SALMÃO_IMP._CHILE_N/A
EMBU,70,70@,EMBU_N/A_N/A
BATATA-DOCE,408,408@873,BATATA-DOCE_AMARELA_2A
BATATA-DOCE,408,408@872,BATATA-DOCE_AMARELA_1A
BATATA-DOCE,408,408@1014,BATATA-DOCE_AMARELA_G
PETÚNIA,993,993@,PETÚNIA_N/A_N/A
KIWI,271,271@272,KIWI_GOLD_IMP._NOVA_ZELÂNDIA_44_A_48_FRUTOS
KIWI,nan,,KIWI_IMP._N/A
KIWI,92,92@89,KIWI_IMP._NOVA_ZELÂNDIA_65_A_78_FRUTOS
MAÇÃ,252,252@,MAÇÃ_PINK_LADY_IMP._N/A
PÊSSEGO,177,177@269,PÊSSEGO_IMP._ESPANHA_48_A_56_FRUTOS
ALHO,803,803@439,ALHO_IMP._CHINA_TIPO_7
PACU,1205,1205@,PACU_N/A_N/A
SOROROCA,1256,1256@,SOROROCA_N/A_N/A
FIGO,75,75@,FIGO_SECO_IMP._N/A
